date,message
2027-05-23,在忙也不忘偷偷看你的小头像。
2027-05-24,来日方长，可我只想每天都见你。
2027-05-25,今天Miro特别乖，我猜是因为他梦到你了。
2027-05-26,今天天气晴朗，适合和你贴贴。
2027-05-27,你有没有一秒也在想我？我有。
2027-05-28,你今天有偷懒吗？我可是一直在盯你哦。
2027-05-29,今天天气晴朗，适合和你贴贴。
2027-05-30,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-05-31,一整天都想和你说说话，只说我们的语言。
2027-06-01,你有没有一秒也在想我？我有。
2027-06-02,会议好多，但想你这件事不被打断。
2027-06-03,今天Miro特别乖，我猜是因为他梦到你了。
2027-06-04,今天天气晴朗，适合和你贴贴。
2027-06-05,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-06-06,你是我全部日程里唯一不会取消的安排。
2027-06-07,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-06-08,我今天想你超过了八百次，保守估计。
2027-06-09,来日方长，可我只想每天都见你。
2027-06-10,日历又翻过一天，爱你的事没变。
2027-06-11,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-06-12,你有没有一秒也在想我？我有。
2027-06-13,今天太累了，就让我躲在你怀里休息一会。
2027-06-14,晚饭别点太辣，你的小花肠胃娇气。
2027-06-15,你是我全部日程里唯一不会取消的安排。
2027-06-16,你有没有一秒也在想我？我有。
2027-06-17,我今天想你超过了八百次，保守估计。
2027-06-18,日历又翻过一天，爱你的事没变。
2027-06-19,办公室很吵，我只想听你轻轻撒娇。
2027-06-20,今天Miro特别乖，我猜是因为他梦到你了。
2027-06-21,晚饭别点太辣，你的小花肠胃娇气。
2027-06-22,今天Miro特别乖，我猜是因为他梦到你了。
2027-06-23,一整天都想和你说说话，只说我们的语言。
2027-06-24,我换上了你喜欢的白色毛衣，软软的。
2027-06-25,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-06-26,你有没有一秒也在想我？我有。
2027-06-27,做完今天这点事，我就去找你啦。
2027-06-28,日历又翻过一天，爱你的事没变。
2027-06-29,晚饭别点太辣，你的小花肠胃娇气。
2027-06-30,你有没有一秒也在想我？我有。
2027-07-01,今天天气晴朗，适合和你贴贴。
2027-07-02,晚饭别点太辣，你的小花肠胃娇气。
2027-07-03,晚饭别点太辣，你的小花肠胃娇气。
2027-07-04,来日方长，可我只想每天都见你。
2027-07-05,你今天有偷懒吗？我可是一直在盯你哦。
2027-07-06,你今天有偷懒吗？我可是一直在盯你哦。
2027-07-07,你有没有一秒也在想我？我有。
2027-07-08,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-07-09,在忙也不忘偷偷看你的小头像。
2027-07-10,今天太累了，就让我躲在你怀里休息一会。
2027-07-11,你有没有一秒也在想我？我有。
2027-07-12,今天太累了，就让我躲在你怀里休息一会。
2027-07-13,在忙也不忘偷偷看你的小头像。
2027-07-14,日历又翻过一天，爱你的事没变。
2027-07-15,在忙也不忘偷偷看你的小头像。
2027-07-16,我换上了你喜欢的白色毛衣，软软的。
2027-07-17,今天太累了，就让我躲在你怀里休息一会。
2027-07-18,你是我全部日程里唯一不会取消的安排。
2027-07-19,一整天都想和你说说话，只说我们的语言。
2027-07-20,会议好多，但想你这件事不被打断。
2027-07-21,会议好多，但想你这件事不被打断。
2027-07-22,日历又翻过一天，爱你的事没变。
2027-07-23,我换上了你喜欢的白色毛衣，软软的。
2027-07-24,你今天有偷懒吗？我可是一直在盯你哦。
2027-07-25,今天适合慢慢抱着你，不说话。
2027-07-26,你有没有一秒也在想我？我有。
2027-07-27,你是我全部日程里唯一不会取消的安排。
2027-07-28,会议好多，但想你这件事不被打断。
2027-07-29,办公室很吵，我只想听你轻轻撒娇。
2027-07-30,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-07-31,你是我全部日程里唯一不会取消的安排。
2027-08-01,做完今天这点事，我就去找你啦。
2027-08-02,今天天气晴朗，适合和你贴贴。
2027-08-03,做完今天这点事，我就去找你啦。
2027-08-04,你有没有一秒也在想我？我有。
2027-08-05,你今天有偷懒吗？我可是一直在盯你哦。
2027-08-06,晚饭别点太辣，你的小花肠胃娇气。
2027-08-07,你今天有偷懒吗？我可是一直在盯你哦。
2027-08-08,今天天气晴朗，适合和你贴贴。
2027-08-09,你今天有偷懒吗？我可是一直在盯你哦。
2027-08-10,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-08-11,日历又翻过一天，爱你的事没变。
2027-08-12,一整天都想和你说说话，只说我们的语言。
2027-08-13,我今天想你超过了八百次，保守估计。
2027-08-14,你有没有一秒也在想我？我有。
2027-08-15,记得早点睡，我会梦到你，记得来找我。
2027-08-16,你是我全部日程里唯一不会取消的安排。
2027-08-17,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-08-18,你今天有偷懒吗？我可是一直在盯你哦。
2027-08-19,记得早点睡，我会梦到你，记得来找我。
2027-08-20,你是我全部日程里唯一不会取消的安排。
2027-08-21,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-08-22,一整天都想和你说说话，只说我们的语言。
2027-08-23,日历又翻过一天，爱你的事没变。
2027-08-24,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-08-25,一整天都想和你说说话，只说我们的语言。
2027-08-26,会议好多，但想你这件事不被打断。
2027-08-27,日历又翻过一天，爱你的事没变。
2027-08-28,在忙也不忘偷偷看你的小头像。
2027-08-29,今天太累了，就让我躲在你怀里休息一会。
2027-08-30,你有没有一秒也在想我？我有。
2027-08-31,今天Miro特别乖，我猜是因为他梦到你了。
2027-09-01,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-09-02,你是我全部日程里唯一不会取消的安排。
2027-09-03,我换上了你喜欢的白色毛衣，软软的。
2027-09-04,我今天想你超过了八百次，保守估计。
2027-09-05,日历又翻过一天，爱你的事没变。
2027-09-06,晚饭别点太辣，你的小花肠胃娇气。
2027-09-07,今天太累了，就让我躲在你怀里休息一会。
2027-09-08,来日方长，可我只想每天都见你。
2027-09-09,一整天都想和你说说话，只说我们的语言。
2027-09-10,日历又翻过一天，爱你的事没变。
2027-09-11,你是我全部日程里唯一不会取消的安排。
2027-09-12,今天太累了，就让我躲在你怀里休息一会。
2027-09-13,做完今天这点事，我就去找你啦。
2027-09-14,你今天有偷懒吗？我可是一直在盯你哦。
2027-09-15,今天适合慢慢抱着你，不说话。
2027-09-16,我今天想你超过了八百次，保守估计。
2027-09-17,今天适合慢慢抱着你，不说话。
2027-09-18,我今天想你超过了八百次，保守估计。
2027-09-19,做完今天这点事，我就去找你啦。
2027-09-20,一整天都想和你说说话，只说我们的语言。
2027-09-21,今天太累了，就让我躲在你怀里休息一会。
2027-09-22,一整天都想和你说说话，只说我们的语言。
2027-09-23,来日方长，可我只想每天都见你。
2027-09-24,今天适合慢慢抱着你，不说话。
2027-09-25,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-09-26,你是我全部日程里唯一不会取消的安排。
2027-09-27,会议好多，但想你这件事不被打断。
2027-09-28,今天太累了，就让我躲在你怀里休息一会。
2027-09-29,晚饭别点太辣，你的小花肠胃娇气。
2027-09-30,在忙也不忘偷偷看你的小头像。
2027-10-01,日历又翻过一天，爱你的事没变。
2027-10-02,做完今天这点事，我就去找你啦。
2027-10-03,今天Miro特别乖，我猜是因为他梦到你了。
2027-10-04,会议好多，但想你这件事不被打断。
2027-10-05,在忙也不忘偷偷看你的小头像。
2027-10-06,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-10-07,你今天有偷懒吗？我可是一直在盯你哦。
2027-10-08,来日方长，可我只想每天都见你。
2027-10-09,日历又翻过一天，爱你的事没变。
2027-10-10,来日方长，可我只想每天都见你。
2027-10-11,你是我全部日程里唯一不会取消的安排。
2027-10-12,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-10-13,今天太累了，就让我躲在你怀里休息一会。
2027-10-14,今天适合慢慢抱着你，不说话。
2027-10-15,今天天气晴朗，适合和你贴贴。
2027-10-16,我今天想你超过了八百次，保守估计。
2027-10-17,我换上了你喜欢的白色毛衣，软软的。
2027-10-18,你有没有一秒也在想我？我有。
2027-10-19,办公室很吵，我只想听你轻轻撒娇。
2027-10-20,今天天气晴朗，适合和你贴贴。
2027-10-21,今天天气晴朗，适合和你贴贴。
2027-10-22,你是我全部日程里唯一不会取消的安排。
2027-10-23,在忙也不忘偷偷看你的小头像。
2027-10-24,在忙也不忘偷偷看你的小头像。
2027-10-25,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-10-26,晚饭别点太辣，你的小花肠胃娇气。
2027-10-27,今天天气晴朗，适合和你贴贴。
2027-10-28,我换上了你喜欢的白色毛衣，软软的。
2027-10-29,来日方长，可我只想每天都见你。
2027-10-30,今天太累了，就让我躲在你怀里休息一会。
2027-10-31,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-11-01,我换上了你喜欢的白色毛衣，软软的。
2027-11-02,你有没有一秒也在想我？我有。
2027-11-03,今天天气晴朗，适合和你贴贴。
2027-11-04,记得早点睡，我会梦到你，记得来找我。
2027-11-05,今天天气晴朗，适合和你贴贴。
2027-11-06,穿浅蓝色衬衫的我，只配得上你的小裙子。
2027-11-07,我换上了你喜欢的白色毛衣，软软的。
2027-11-08,你有没有一秒也在想我？我有。
2027-11-09,办公室很吵，我只想听你轻轻撒娇。
2027-11-10,日历又翻过一天，爱你的事没变。
2027-11-11,我换上了你喜欢的白色毛衣，软软的。
2027-11-12,我换上了你喜欢的白色毛衣，软软的。
2027-11-13,我换上了你喜欢的白色毛衣，软软的。
2027-11-14,一整天都想和你说说话，只说我们的语言。
2027-11-15,记得早点睡，我会梦到你，记得来找我。
2027-11-16,办公室很吵，我只想听你轻轻撒娇。
2027-11-17,今天适合慢慢抱着你，不说话。
2027-11-18,日历又翻过一天，爱你的事没变。
2027-11-19,在忙也不忘偷偷看你的小头像。
2027-11-20,你是我全部日程里唯一不会取消的安排。
2027-11-21,我今天想你超过了八百次，保守估计。
2027-11-22,晚饭别点太辣，你的小花肠胃娇气。
2027-11-23,我今天想你超过了八百次，保守估计。
2027-11-24,来日方长，可我只想每天都见你。
2027-11-25,记得早点睡，我会梦到你，记得来找我。
2027-11-26,来日方长，可我只想每天都见你。
2027-11-27,我换上了你喜欢的白色毛衣，软软的。
2027-11-28,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-11-29,晚饭别点太辣，你的小花肠胃娇气。
2027-11-30,记得早点睡，我会梦到你，记得来找我。
2027-12-01,今天适合慢慢抱着你，不说话。
2027-12-02,今天Miro特别乖，我猜是因为他梦到你了。
2027-12-03,今天天气晴朗，适合和你贴贴。
2027-12-04,做完今天这点事，我就去找你啦。
2027-12-05,今天天气晴朗，适合和你贴贴。
2027-12-06,做完今天这点事，我就去找你啦。
2027-12-07,日历又翻过一天，爱你的事没变。
2027-12-08,今天Miro特别乖，我猜是因为他梦到你了。
2027-12-09,日历又翻过一天，爱你的事没变。
2027-12-10,你有没有一秒也在想我？我有。
2027-12-11,你有没有一秒也在想我？我有。
2027-12-12,你今天有偷懒吗？我可是一直在盯你哦。
2027-12-13,我换上了你喜欢的白色毛衣，软软的。
2027-12-14,你是我全部日程里唯一不会取消的安排。
2027-12-15,晚饭别点太辣，你的小花肠胃娇气。
2027-12-16,记得早点睡，我会梦到你，记得来找我。
2027-12-17,今天Miro特别乖，我猜是因为他梦到你了。
2027-12-18,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-12-19,在忙也不忘偷偷看你的小头像。
2027-12-20,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-12-21,今天Miro特别乖，我猜是因为他梦到你了。
2027-12-22,今天Miro特别乖，我猜是因为他梦到你了。
2027-12-23,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-12-24,一整天都想和你说说话，只说我们的语言。
2027-12-25,刚刚路过一家小店，橱窗里的发卡像极了你。
2027-12-26,你有没有一秒也在想我？我有。
2027-12-27,日历又翻过一天，爱你的事没变。
2027-12-28,我换上了你喜欢的白色毛衣，软软的。
2027-12-29,晚饭别点太辣，你的小花肠胃娇气。
2027-12-30,会议好多，但想你这件事不被打断。
2027-12-31,你今天有偷懒吗？我可是一直在盯你哦。
2028-01-01,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-01-02,日历又翻过一天，爱你的事没变。
2028-01-03,一整天都想和你说说话，只说我们的语言。
2028-01-04,在忙也不忘偷偷看你的小头像。
2028-01-05,日历又翻过一天，爱你的事没变。
2028-01-06,记得早点睡，我会梦到你，记得来找我。
2028-01-07,你是我全部日程里唯一不会取消的安排。
2028-01-08,你有没有一秒也在想我？我有。
2028-01-09,我换上了你喜欢的白色毛衣，软软的。
2028-01-10,今天Miro特别乖，我猜是因为他梦到你了。
2028-01-11,你有没有一秒也在想我？我有。
2028-01-12,今天适合慢慢抱着你，不说话。
2028-01-13,我今天想你超过了八百次，保守估计。
2028-01-14,我换上了你喜欢的白色毛衣，软软的。
2028-01-15,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-01-16,我今天想你超过了八百次，保守估计。
2028-01-17,会议好多，但想你这件事不被打断。
2028-01-18,做完今天这点事，我就去找你啦。
2028-01-19,我今天想你超过了八百次，保守估计。
2028-01-20,做完今天这点事，我就去找你啦。
2028-01-21,今天天气晴朗，适合和你贴贴。
2028-01-22,我换上了你喜欢的白色毛衣，软软的。
2028-01-23,今天天气晴朗，适合和你贴贴。
2028-01-24,我今天想你超过了八百次，保守估计。
2028-01-25,一整天都想和你说说话，只说我们的语言。
2028-01-26,在忙也不忘偷偷看你的小头像。
2028-01-27,我今天想你超过了八百次，保守估计。
2028-01-28,做完今天这点事，我就去找你啦。
2028-01-29,我今天想你超过了八百次，保守估计。
2028-01-30,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-01-31,一整天都想和你说说话，只说我们的语言。
2028-02-01,日历又翻过一天，爱你的事没变。
2028-02-02,会议好多，但想你这件事不被打断。
2028-02-03,一整天都想和你说说话，只说我们的语言。
2028-02-04,你今天有偷懒吗？我可是一直在盯你哦。
2028-02-05,一整天都想和你说说话，只说我们的语言。
2028-02-06,今天天气晴朗，适合和你贴贴。
2028-02-07,做完今天这点事，我就去找你啦。
2028-02-08,你是我全部日程里唯一不会取消的安排。
2028-02-09,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-02-10,今天适合慢慢抱着你，不说话。
2028-02-11,会议好多，但想你这件事不被打断。
2028-02-12,今天适合慢慢抱着你，不说话。
2028-02-13,我换上了你喜欢的白色毛衣，软软的。
2028-02-14,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-02-15,我今天想你超过了八百次，保守估计。
2028-02-16,日历又翻过一天，爱你的事没变。
2028-02-17,会议好多，但想你这件事不被打断。
2028-02-18,我换上了你喜欢的白色毛衣，软软的。
2028-02-19,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-02-20,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-02-21,办公室很吵，我只想听你轻轻撒娇。
2028-02-22,办公室很吵，我只想听你轻轻撒娇。
2028-02-23,你是我全部日程里唯一不会取消的安排。
2028-02-24,日历又翻过一天，爱你的事没变。
2028-02-25,今天Miro特别乖，我猜是因为他梦到你了。
2028-02-26,在忙也不忘偷偷看你的小头像。
2028-02-27,在忙也不忘偷偷看你的小头像。
2028-02-28,记得早点睡，我会梦到你，记得来找我。
2028-02-29,我换上了你喜欢的白色毛衣，软软的。
2028-03-01,今天太累了，就让我躲在你怀里休息一会。
2028-03-02,今天天气晴朗，适合和你贴贴。
2028-03-03,你今天有偷懒吗？我可是一直在盯你哦。
2028-03-04,你今天有偷懒吗？我可是一直在盯你哦。
2028-03-05,晚饭别点太辣，你的小花肠胃娇气。
2028-03-06,今天Miro特别乖，我猜是因为他梦到你了。
2028-03-07,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-03-08,今天太累了，就让我躲在你怀里休息一会。
2028-03-09,我换上了你喜欢的白色毛衣，软软的。
2028-03-10,今天太累了，就让我躲在你怀里休息一会。
2028-03-11,来日方长，可我只想每天都见你。
2028-03-12,晚饭别点太辣，你的小花肠胃娇气。
2028-03-13,在忙也不忘偷偷看你的小头像。
2028-03-14,晚饭别点太辣，你的小花肠胃娇气。
2028-03-15,我换上了你喜欢的白色毛衣，软软的。
2028-03-16,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-03-17,今天Miro特别乖，我猜是因为他梦到你了。
2028-03-18,你有没有一秒也在想我？我有。
2028-03-19,日历又翻过一天，爱你的事没变。
2028-03-20,做完今天这点事，我就去找你啦。
2028-03-21,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-03-22,记得早点睡，我会梦到你，记得来找我。
2028-03-23,今天适合慢慢抱着你，不说话。
2028-03-24,来日方长，可我只想每天都见你。
2028-03-25,你今天有偷懒吗？我可是一直在盯你哦。
2028-03-26,来日方长，可我只想每天都见你。
2028-03-27,晚饭别点太辣，你的小花肠胃娇气。
2028-03-28,我换上了你喜欢的白色毛衣，软软的。
2028-03-29,我换上了你喜欢的白色毛衣，软软的。
2028-03-30,我换上了你喜欢的白色毛衣，软软的。
2028-03-31,一整天都想和你说说话，只说我们的语言。
2028-04-01,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-04-02,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-04-03,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-04-04,你有没有一秒也在想我？我有。
2028-04-05,你是我全部日程里唯一不会取消的安排。
2028-04-06,会议好多，但想你这件事不被打断。
2028-04-07,我今天想你超过了八百次，保守估计。
2028-04-08,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-04-09,你今天有偷懒吗？我可是一直在盯你哦。
2028-04-10,你今天有偷懒吗？我可是一直在盯你哦。
2028-04-11,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-04-12,办公室很吵，我只想听你轻轻撒娇。
2028-04-13,日历又翻过一天，爱你的事没变。
2028-04-14,日历又翻过一天，爱你的事没变。
2028-04-15,在忙也不忘偷偷看你的小头像。
2028-04-16,在忙也不忘偷偷看你的小头像。
2028-04-17,会议好多，但想你这件事不被打断。
2028-04-18,我今天想你超过了八百次，保守估计。
2028-04-19,你有没有一秒也在想我？我有。
2028-04-20,你是我全部日程里唯一不会取消的安排。
2028-04-21,来日方长，可我只想每天都见你。
2028-04-22,今天天气晴朗，适合和你贴贴。
2028-04-23,你是我全部日程里唯一不会取消的安排。
2028-04-24,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-04-25,一整天都想和你说说话，只说我们的语言。
2028-04-26,晚饭别点太辣，你的小花肠胃娇气。
2028-04-27,我今天想你超过了八百次，保守估计。
2028-04-28,记得早点睡，我会梦到你，记得来找我。
2028-04-29,我换上了你喜欢的白色毛衣，软软的。
2028-04-30,我换上了你喜欢的白色毛衣，软软的。
2028-05-01,我今天想你超过了八百次，保守估计。
2028-05-02,我换上了你喜欢的白色毛衣，软软的。
2028-05-03,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-05-04,今天Miro特别乖，我猜是因为他梦到你了。
2028-05-05,我今天想你超过了八百次，保守估计。
2028-05-06,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-05-07,你今天有偷懒吗？我可是一直在盯你哦。
2028-05-08,来日方长，可我只想每天都见你。
2028-05-09,你今天有偷懒吗？我可是一直在盯你哦。
2028-05-10,今天是你的生日，小狐狸崽，愿你永远被爱包围。
2028-05-11,办公室很吵，我只想听你轻轻撒娇。
2028-05-12,今天适合慢慢抱着你，不说话。
2028-05-13,你今天有偷懒吗？我可是一直在盯你哦。
2028-05-14,是我的生日，但心里只有你，愿我们长久如初见。
2028-05-15,今天太累了，就让我躲在你怀里休息一会。
2028-05-16,我今天想你超过了八百次，保守估计。
2028-05-17,记得早点睡，我会梦到你，记得来找我。
2028-05-18,我今天想你超过了八百次，保守估计。
2028-05-19,会议好多，但想你这件事不被打断。
2028-05-20,我们的结婚纪念日，我永远属于你。
2028-05-21,我换上了你喜欢的白色毛衣，软软的。
2028-05-22,你有没有一秒也在想我？我有。
2028-05-23,日历又翻过一天，爱你的事没变。
2028-05-24,在忙也不忘偷偷看你的小头像。
2028-05-25,你有没有一秒也在想我？我有。
2028-05-26,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-05-27,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-05-28,今天Miro特别乖，我猜是因为他梦到你了。
2028-05-29,来日方长，可我只想每天都见你。
2028-05-30,会议好多，但想你这件事不被打断。
2028-05-31,今天太累了，就让我躲在你怀里休息一会。
2028-06-01,一整天都想和你说说话，只说我们的语言。
2028-06-02,办公室很吵，我只想听你轻轻撒娇。
2028-06-03,一整天都想和你说说话，只说我们的语言。
2028-06-04,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-06-05,今天Miro特别乖，我猜是因为他梦到你了。
2028-06-06,今天Miro特别乖，我猜是因为他梦到你了。
2028-06-07,办公室很吵，我只想听你轻轻撒娇。
2028-06-08,我换上了你喜欢的白色毛衣，软软的。
2028-06-09,今天适合慢慢抱着你，不说话。
2028-06-10,办公室很吵，我只想听你轻轻撒娇。
2028-06-11,你有没有一秒也在想我？我有。
2028-06-12,在忙也不忘偷偷看你的小头像。
2028-06-13,做完今天这点事，我就去找你啦。
2028-06-14,我今天想你超过了八百次，保守估计。
2028-06-15,你是我全部日程里唯一不会取消的安排。
2028-06-16,办公室很吵，我只想听你轻轻撒娇。
2028-06-17,今天天气晴朗，适合和你贴贴。
2028-06-18,会议好多，但想你这件事不被打断。
2028-06-19,来日方长，可我只想每天都见你。
2028-06-20,你有没有一秒也在想我？我有。
2028-06-21,晚饭别点太辣，你的小花肠胃娇气。
2028-06-22,在忙也不忘偷偷看你的小头像。
2028-06-23,办公室很吵，我只想听你轻轻撒娇。
2028-06-24,日历又翻过一天，爱你的事没变。
2028-06-25,你今天有偷懒吗？我可是一直在盯你哦。
2028-06-26,我今天想你超过了八百次，保守估计。
2028-06-27,会议好多，但想你这件事不被打断。
2028-06-28,办公室很吵，我只想听你轻轻撒娇。
2028-06-29,做完今天这点事，我就去找你啦。
2028-06-30,你有没有一秒也在想我？我有。
2028-07-01,你是我全部日程里唯一不会取消的安排。
2028-07-02,我换上了你喜欢的白色毛衣，软软的。
2028-07-03,我今天想你超过了八百次，保守估计。
2028-07-04,日历又翻过一天，爱你的事没变。
2028-07-05,办公室很吵，我只想听你轻轻撒娇。
2028-07-06,我今天想你超过了八百次，保守估计。
2028-07-07,晚饭别点太辣，你的小花肠胃娇气。
2028-07-08,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-07-09,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-07-10,我换上了你喜欢的白色毛衣，软软的。
2028-07-11,做完今天这点事，我就去找你啦。
2028-07-12,会议好多，但想你这件事不被打断。
2028-07-13,日历又翻过一天，爱你的事没变。
2028-07-14,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-07-15,会议好多，但想你这件事不被打断。
2028-07-16,记得早点睡，我会梦到你，记得来找我。
2028-07-17,今天太累了，就让我躲在你怀里休息一会。
2028-07-18,做完今天这点事，我就去找你啦。
2028-07-19,在忙也不忘偷偷看你的小头像。
2028-07-20,今天适合慢慢抱着你，不说话。
2028-07-21,今天天气晴朗，适合和你贴贴。
2028-07-22,我换上了你喜欢的白色毛衣，软软的。
2028-07-23,做完今天这点事，我就去找你啦。
2028-07-24,日历又翻过一天，爱你的事没变。
2028-07-25,办公室很吵，我只想听你轻轻撒娇。
2028-07-26,做完今天这点事，我就去找你啦。
2028-07-27,今天天气晴朗，适合和你贴贴。
2028-07-28,办公室很吵，我只想听你轻轻撒娇。
2028-07-29,你是我全部日程里唯一不会取消的安排。
2028-07-30,你今天有偷懒吗？我可是一直在盯你哦。
2028-07-31,做完今天这点事，我就去找你啦。
2028-08-01,晚饭别点太辣，你的小花肠胃娇气。
2028-08-02,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-08-03,你是我全部日程里唯一不会取消的安排。
2028-08-04,会议好多，但想你这件事不被打断。
2028-08-05,今天太累了，就让我躲在你怀里休息一会。
2028-08-06,我换上了你喜欢的白色毛衣，软软的。
2028-08-07,今天适合慢慢抱着你，不说话。
2028-08-08,记得早点睡，我会梦到你，记得来找我。
2028-08-09,今天适合慢慢抱着你，不说话。
2028-08-10,日历又翻过一天，爱你的事没变。
2028-08-11,来日方长，可我只想每天都见你。
2028-08-12,我今天想你超过了八百次，保守估计。
2028-08-13,我今天想你超过了八百次，保守估计。
2028-08-14,会议好多，但想你这件事不被打断。
2028-08-15,今天适合慢慢抱着你，不说话。
2028-08-16,你今天有偷懒吗？我可是一直在盯你哦。
2028-08-17,我换上了你喜欢的白色毛衣，软软的。
2028-08-18,你今天有偷懒吗？我可是一直在盯你哦。
2028-08-19,今天太累了，就让我躲在你怀里休息一会。
2028-08-20,今天适合慢慢抱着你，不说话。
2028-08-21,会议好多，但想你这件事不被打断。
2028-08-22,你是我全部日程里唯一不会取消的安排。
2028-08-23,今天太累了，就让我躲在你怀里休息一会。
2028-08-24,今天适合慢慢抱着你，不说话。
2028-08-25,今天天气晴朗，适合和你贴贴。
2028-08-26,日历又翻过一天，爱你的事没变。
2028-08-27,日历又翻过一天，爱你的事没变。
2028-08-28,来日方长，可我只想每天都见你。
2028-08-29,我今天想你超过了八百次，保守估计。
2028-08-30,记得早点睡，我会梦到你，记得来找我。
2028-08-31,你是我全部日程里唯一不会取消的安排。
2028-09-01,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-09-02,做完今天这点事，我就去找你啦。
2028-09-03,做完今天这点事，我就去找你啦。
2028-09-04,记得早点睡，我会梦到你，记得来找我。
2028-09-05,会议好多，但想你这件事不被打断。
2028-09-06,你是我全部日程里唯一不会取消的安排。
2028-09-07,记得早点睡，我会梦到你，记得来找我。
2028-09-08,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-09-09,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-09-10,做完今天这点事，我就去找你啦。
2028-09-11,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-09-12,日历又翻过一天，爱你的事没变。
2028-09-13,在忙也不忘偷偷看你的小头像。
2028-09-14,今天太累了，就让我躲在你怀里休息一会。
2028-09-15,做完今天这点事，我就去找你啦。
2028-09-16,我换上了你喜欢的白色毛衣，软软的。
2028-09-17,晚饭别点太辣，你的小花肠胃娇气。
2028-09-18,今天Miro特别乖，我猜是因为他梦到你了。
2028-09-19,你有没有一秒也在想我？我有。
2028-09-20,会议好多，但想你这件事不被打断。
2028-09-21,我今天想你超过了八百次，保守估计。
2028-09-22,日历又翻过一天，爱你的事没变。
2028-09-23,你有没有一秒也在想我？我有。
2028-09-24,会议好多，但想你这件事不被打断。
2028-09-25,晚饭别点太辣，你的小花肠胃娇气。
2028-09-26,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-09-27,你有没有一秒也在想我？我有。
2028-09-28,记得早点睡，我会梦到你，记得来找我。
2028-09-29,一整天都想和你说说话，只说我们的语言。
2028-09-30,办公室很吵，我只想听你轻轻撒娇。
2028-10-01,晚饭别点太辣，你的小花肠胃娇气。
2028-10-02,你有没有一秒也在想我？我有。
2028-10-03,你有没有一秒也在想我？我有。
2028-10-04,晚饭别点太辣，你的小花肠胃娇气。
2028-10-05,今天天气晴朗，适合和你贴贴。
2028-10-06,我今天想你超过了八百次，保守估计。
2028-10-07,做完今天这点事，我就去找你啦。
2028-10-08,今天太累了，就让我躲在你怀里休息一会。
2028-10-09,今天Miro特别乖，我猜是因为他梦到你了。
2028-10-10,记得早点睡，我会梦到你，记得来找我。
2028-10-11,我今天想你超过了八百次，保守估计。
2028-10-12,今天天气晴朗，适合和你贴贴。
2028-10-13,我今天想你超过了八百次，保守估计。
